Word Id,Word,Meaning,P of speech,Pronunciation
934,"আকুলভাবে","Temanite","name",
935,"হূশম","Husham","name",
936,"বদদ","Bedad","name",
937,"হদদ","Hadad","name",
938,"মোয়াব","Moab","name",
939,"মাদিয়ানীয়","Midianite","name",
940,"অবীৎ","Avith","name",
941,"মস্রেকা","Masrekah","name",
942,"সম্ল","Samlah","name",
943,"রহোবোৎ","Rehoboth","name",
944,"শৌল","Shaul","name",
945,"অক্‌বোর","Acbor","name",
946,"বাল-হানন","Baal-Hanan","name",
947,"হদর","Hadad","name",
948,"পায়ূ","Pau","name",
949,"মহেটবেল","Mehetabel","name",
950,"মট্রেদ","Matred","name",
951,"মেষাহব","Me-Zahab","name",
952,"তিম্ন","Timna","name",
953,"অল্‌বা","Alvah","name",
954,"যিথেং","Jetheth","name",
955,"এলা","Elah","name",
956,"পীনোন","Pinon","name",
957,"মিব্‌সর","Mibzar","name",
958,"মগ্‌দীয়েল","Magdiel","name",
959,"ঈরম","Iram","name",
961,"হাতা","sleeve, shovel","noun",
962,"আঁটি","sheaf","noun",
963,"উবুড় হয়ে সম্মান দেখান","to bow down and show honor or respect","verb",
964,"বকুনি দেওয়া","to rebuke","verb",
965,"মনে গেঁথে রাখা","to keep something in one's mind","verb",
966,"ষড়যন্ত্র ক","to plot or conspire","verb",
967,"দর্শক","one who sees; audience","noun",
968,"দশা","condition, state","noun",
969,"খোশবু-মসলা","fragrant spices","noun",
970,"খোশবু","perfume","noun",
973,"কোমর","waist","noun",
974,"ছালা","a sack, a gunny-bag","noun",
975,"চট","a coarse cloth made of jute, gunny, sackcloth","noun",
977,"শোক ক","to mourn","verb",
979,"রক্ষীদলের প্রধান","captain of the guard","noun",
980,"তামর","Tamar","name",
981,"অদুল্লমীয়","Adullam","name",
982,"হীরা","Hirah; emerald, diamonds","name",
983,"শূয়","Shua","name",
984,"কেনানীয়","Canaanite","name",
985,"নজর","look, glance, eye, vision","noun",
986,"নজরে পড়ে যাওয়া","to be caught sight of, to be noticed, to find favor with someone; to catch someone's eye","verb",
987,"এর","Er","name",
989,"শেলা","Shelah","name",
990,"কষীব","Kezib","name",
991,"বংশ রক্ষা ক","to preserve one's name or family (in this case, by producing offspring for them","verb",
992,"অনিচ্ছা","unwillingness; dissent; dislike; aversion; objection, protest","noun",
993,"বীর্য","strength; manliness; semen","noun",
994,"বীর্যপাত","emission of semen","noun",
995,"বীর্যপাত ক","to emit semen","verb",
996,"নারাজ","unwilling; displeased; discontented; dissatisfied; offended","adj",
997,"অদুল্লমীয়","Adullamite","name",
999,"ছাঁটানো","to cause to be cut off or clipped or trimmed","verb",
1000,"ঐনয়িম","Enaim","name",
1001,"বন্ধক","a pawn, a pledge","noun",
1002,"দড়ি সুদ্ধ","along with the string or cord","adj",
1003,"সীলমোহরখানা","a seal with a name or sign on it","noun",
1004,"জমা রেখা","to give as a deposit","verb",
1005,"রাস্তার ধারে","beside the road",,
1006,"পুড়িয়ে ফেলা হওয়া","to be burned","verb",
1007,"পেরস","Perez","name",
1008,"সেরহ","Zerah","name",
1010,"আজিজ","Potiphar","name",
1012,"ইসমাইলীয়","Ishmaelite","name",
1015,"ফেরাউনের রক্ষীদলের প্রধান","captain of the Pharaoh's guard","noun",
1016,"এড়ান","to avoid","verb",
1017,"সুনজর","good looks; favorable look, favor","noun",
1018,"ব্যক্তিগত সেবাকারী","attendant","noun",
1019,"ঘর-সংসার","household","noun",
1020,"ভার","responsibility","noun",
1021,"গড়ন","build, shape, structure","noun",
1022,"শরীরের গড়ন সুন্দর","physically well built",,
1024,"ইজ্জত","dignity; honor; chastity","noun",
1025,"হাঁকডাক ক","to scream; shout","verb",
1026,"আটক ক","to confine","verb",
1027,"কয়েদী","prisoner","noun",
1028,"সফল","successful","noun",
1029,"কর্মচারী","employee; officer/official","noun",
1030,"রুটিকার","baker","noun",
1031,"প্রথান রুটিকার","chief baker","noun",
1032,"পানীয় পরিবেশক","one who serves drinks, 'cup-bearer'","noun",
1033,"প্রথান পানীর পরিবেশক","chief cupbearer [literally, 'beverage servant/waiter/distributor","noun",
1034,"রক্ষীদল","group of guards","noun",
1035,"রক্ষীদল-প্রধান","the head of a group of guards","noun",
1036,"রক্ষী","protector / protecting","noun / adj",
1037,"আটক","confined; imprisoned","adj",
1038,"কয়েদী","prisoner","noun",
1039,"কয়ে","prison","noun",
1040,"মন-মরা","down-hearted, low-spirited, dejected","adj",
1041,"মানে বলে দেবার ক্ষমতা","power ability to tell the meaning of (something) [i.e., interpret (in this case, a dream)]","noun",
1042,"কুঁড়ি","a bud","noun",
1043,"থোকা","bundle, cluster","noun",
1044,"থোকায় থোকায়","in bunches or bundles","adv",
1045,"বহাল","appointed, employed","adj",
1046,"সুদিন","a good or favorable day; good times","noun",
1047,"কয়েদখানা","jail, prison","noun",
1048,"টুকরি","a small wicker basket","noun",
1049,"ঠুক্‌রানো","to peck, to nibble","verb",
1051,"ফেরাউন","Pharaoh","name",
1052,"নীল","Nile","name",
1053,"নদ","a large river","noun",
1054,"নল","a kind of reed","noun",
1055,"নল বলে চরা","to graze among reeds","verb",
1056,"গম","wheat","noun",
1057,"বোঁটা","a leaf-stalk, a leaf","noun",
1058,"তাজা","fresh; new","adj",
1059,"শীষ","ear of corn, stem, stalk, head","noun",
1060,"গজানো","to sprout; to grow","verb",
1062,"স্বপ্নমাত্র","only a dream (?)","noun",
1066,"দোষের কথা","shortcomings","noun",
1067,"ইবরানী","Hebrew","name",
1070,"কামানো","to shave","verb",
1071,"অথচ","yet, but, nevertheless","conj.",
1073,"মন স্থির করে ফেলা","to firmly decide on something","verb",
1076,"সংগ্রাহ ক","to collect, gather","verb",
1077,"মজুদ","stored up; reserved","adj",
1080,"সাফনৎ-পানেহ","Zaphenath-Panea","name",
1081,"হেলিওপ্লিস","On, or Heliopolis","name",
1082,"পুরোহিত","priest","noun","cy‡ivwnZ&"
1083,"পোটীফের","Potiphera","name",
1084,"আসনত","Asenath","name",
1085,"রাজসভা","a royal court","noun",
1086,"বাড়তি","growth, rise, development, increase","noun",
1089,"আফরাহীম","Ephraim","name",
1090,"ইউসুফ","Joseph","name",
1091,"ইয়াকুব","Jacob","name",
1095,"কেনান","Canaan","name",
1096,"ভান ক","to pretend","verb",
1097,"কর্কশ","rough; harsh; gruff","adj",
1098,"কর্কশভাবে","roughly; harshly; gruffly","adv",
1099,"গোয়েন্দা","spy or detective","noun",
1100,"সব","all","adj",
1101,"সুদ্ধ","together with; including","adv,prep",
1102,"সব সুদ্ধ","altogether","adv,prep",
1103,"উপবাসী","abstaining from food; starving","adj",
1104,"কাকুতি","anything uttered in supplication or regret","noun",
1107,"শোধ দেওয়া","to pay back, repay","verb",
1108,"দোভাষী / দুভাষী","an interpreter","noun",
1109,"বস্তা","a sack, a large bag","noun",
1110,"প্রাণ উড়ে যাওয়া","to have one's heart sink, [literally, 'to have one's heart/life fly away']","verb",
1111,"ব্যবস্তা-বাণিজ্য ক","to trade","verb",
1112,"সন্তানহারা ক","to make childless","verb",
1114,"মিসর","Egypt","name",
1116,"ইসরাইল","Israel","name",
1118,"এহুদা","Judah","name",
1120,"হুমকি","threat","noun",
1121,"জামিন","one who becomes security or surety for another","noun",
1122,"দায়ী ক","to hold responsible","verb",
1123,"দোষী হয়ে থাকা","to bear the blame","verb",
1126,"গন্ধরস","myrrh","noun",
1127,"পেস্তা","pistachios","noun",
1128,"বাদান","almonds","noun",
1129,"করুন","compassionate","adj",
1130,"দয়া ক","to grant mercy","verb",
1131,"বিন্‌ইয়ামীন","Benjamin","name",
1133,"তদারক","act of looking after or taking care of, management, superintendence","noun",
1134,"তদারককারী","one who looks after, a manager, a superintendent","noun",
1135,"দোষ দেখান","to find fault with; to point a finger at","verb",
1136,"কেড়ে নেওয়া","to take by force, to seize","verb",
1137,"শিমিয়োন","Simeon","name",
1138,"অন্তর ভীষণভাবে দুলে উঠা","to be deeply moved","verb",
1139,"দুমা / দোলা","to swing, rock, oscillate","verb",
1140,"গামলানো","to check, to restrain, to manage to keep in the proper place","verb",
1141,"পরিবেশকারী","one who distributes or serves (food at a table)","noun",
1144,"পাঁচণ্ডণ","five times","adj",
1145,"নিশ্চিত","certain, sure","adj",
1146,"প্রতারণা ক","to cheat, decieve","verb",
1147,"মননিতি","favorite, chosen","adj",
1149,"গোণা পড়া কাজ","divination","noun",
1150,"দেখিয়ে দেওয়া","to uncover, to show","verb",
1151,"নিশ্চিন্ত","not worried; untroubled","adj",
1152,"দু'টি কথা","'a word'","noun",
1153,"দুঃখ-বেদনা","misery","noun",
1154,"ফসল বোনা","to plant crops","verb",
1155,"নাতিপুতি","grandchildren","noun",
1156,"পুতি / পুত্রী","daughter","noun",
1157,"গলা জাড়িয়ে ধরা","to throw one's arms around someone; to embrace","verb",
1159,"হতভম্ব হ","to be confounded, taken aback, stunned, dazed","verb",
1160,"দর্শন","vision","noun",
1161,"মস্ত বড় জাতি","great nation","noun",
1162,"সাজিয়ে নেওয়া","to make ready","verb",
1163,"ঘৃণার চোখে দেখা","to look at with contempt","verb",
1165,"স্থায়ীভাবে বসবাসের ব্যবস্থা ক","to make arrangements for permanent residence","verb",
1166,"কাহিল হয়ে পড়া","to waste away","verb",
1167,"দাম বাবদ","payment","noun",
1168,"ফুরিয়ে যাওয়া","to be used up; spent","verb",
1170,"ভাতা","allotment","noun",
1171,"পক্ষ থেকে","for",,
1173,"মৃতদেহ","dead body","noun",
1174,"কর্তব্য","duty, obligation","noun",
1176,"বহুগোষ্ঠীর কাতি","community of peoples","noun",
1177,"আড়াআড়ি ভাবে","cross-wise; diagonal","adv",
1178,"আপত্তি জানিয়ে বলা","to voice an objection","verb",
1179,"যৌবনের শক্তির প্রথম ফল","first sign of the strength of youth","noun",
